training on pkl 1
Train Epoch: 1 [0/4654349 (0%)]	lr:0.008 Loss: 0.692464	TrainAcc: 49.22
Train Epoch: 2 [3200000/4633221 (69%)]	lr:0.004 Loss: 0.133956	TrainAcc: 94.53
Train Epoch: 2 [3328000/4633221 (72%)]	lr:0.004 Loss: 0.124744	TrainAcc: 94.14
Train Epoch: 2 [3456000/4633221 (75%)]	lr:0.004 Loss: 0.137209	TrainAcc: 96.09
Train Epoch: 2 [3584000/4633221 (77%)]	lr:0.004 Loss: 0.129639	TrainAcc: 94.53
Train Epoch: 2 [3712000/4633221 (80%)]	lr:0.004 Loss: 0.151007	TrainAcc: 94.14
Train Epoch: 2 [3840000/4633221 (83%)]	lr:0.004 Loss: 0.114337	TrainAcc: 94.53
Train Epoch: 2 [3968000/4633221 (86%)]	lr:0.004 Loss: 0.163205	TrainAcc: 93.36
Train Epoch: 2 [4096000/4633221 (88%)]	lr:0.004 Loss: 0.105056	TrainAcc: 95.70
Train Epoch: 2 [4224000/4633221 (91%)]	lr:0.004 Loss: 0.091332	TrainAcc: 98.05
Train Epoch: 2 [4352000/4633221 (94%)]	lr:0.004 Loss: 0.137518	TrainAcc: 94.92
Train Epoch: 2 [4480000/4633221 (97%)]	lr:0.004 Loss: 0.145296	TrainAcc: 95.31
Train Epoch: 2 [4608000/4633221 (99%)]	lr:0.004 Loss: 0.157536	TrainAcc: 96.09
time/epoch: 356.030796s

Test set: Average loss: 0.0001, Accuracy: 451065/476257 (94.71%)

training on pkl 6
Train Epoch: 2 [0/4678924 (0%)]	lr:0.004 Loss: 0.153163	TrainAcc: 94.92
Train Epoch: 2 [128000/4678924 (3%)]	lr:0.004 Loss: 0.179464	TrainAcc: 93.75
Train Epoch: 2 [256000/4678924 (5%)]	lr:0.004 Loss: 0.084402	TrainAcc: 97.27
Train Epoch: 2 [384000/4678924 (8%)]	lr:0.004 Loss: 0.135253	TrainAcc: 93.75
Train Epoch: 2 [512000/4678924 (11%)]	lr:0.004 Loss: 0.156613	TrainAcc: 93.75
Train Epoch: 2 [640000/4678924 (14%)]	lr:0.004 Loss: 0.129520	TrainAcc: 96.88
Train Epoch: 2 [768000/4678924 (16%)]	lr:0.004 Loss: 0.114823	TrainAcc: 95.70
Train Epoch: 2 [896000/4678924 (19%)]	lr:0.004 Loss: 0.119698	TrainAcc: 95.70
Train Epoch: 2 [1024000/4678924 (22%)]	lr:0.004 Loss: 0.146144	TrainAcc: 93.36
Train Epoch: 2 [1152000/4678924 (25%)]	lr:0.004 Loss: 0.122106	TrainAcc: 94.53
Train Epoch: 2 [1280000/4678924 (27%)]	lr:0.004 Loss: 0.188301	TrainAcc: 92.19
Train Epoch: 2 [1408000/4678924 (30%)]	lr:0.004 Loss: 0.157195	TrainAcc: 94.53
Train Epoch: 2 [1536000/4678924 (33%)]	lr:0.004 Loss: 0.147248	TrainAcc: 94.53
Train Epoch: 2 [1664000/4678924 (36%)]	lr:0.004 Loss: 0.131322	TrainAcc: 94.14
Train Epoch: 2 [1792000/4678924 (38%)]	lr:0.004 Loss: 0.160922	TrainAcc: 93.75
Train Epoch: 2 [1920000/4678924 (41%)]	lr:0.004 Loss: 0.135556	TrainAcc: 95.31
Train Epoch: 2 [2048000/4678924 (44%)]	lr:0.004 Loss: 0.176338	TrainAcc: 93.75
Train Epoch: 2 [2176000/4678924 (47%)]	lr:0.004 Loss: 0.168764	TrainAcc: 94.92
Train Epoch: 2 [2304000/4678924 (49%)]	lr:0.004 Loss: 0.158729	TrainAcc: 93.36
Train Epoch: 2 [2432000/4678924 (52%)]	lr:0.004 Loss: 0.162193	TrainAcc: 92.97
Train Epoch: 2 [2560000/4678924 (55%)]	lr:0.004 Loss: 0.088232	TrainAcc: 97.27
Train Epoch: 2 [2688000/4678924 (57%)]	lr:0.004 Loss: 0.152273	TrainAcc: 94.14
Train Epoch: 2 [2816000/4678924 (60%)]	lr:0.004 Loss: 0.157635	TrainAcc: 92.58
Train Epoch: 2 [2944000/4678924 (63%)]	lr:0.004 Loss: 0.154729	TrainAcc: 92.97
Train Epoch: 2 [3072000/4678924 (66%)]	lr:0.004 Loss: 0.152833	TrainAcc: 94.14
Train Epoch: 2 [3200000/4678924 (68%)]	lr:0.004 Loss: 0.137510	TrainAcc: 96.48
Train Epoch: 2 [3328000/4678924 (71%)]	lr:0.004 Loss: 0.117713	TrainAcc: 96.48
Train Epoch: 2 [3456000/4678924 (74%)]	lr:0.004 Loss: 0.112745	TrainAcc: 96.48
Train Epoch: 2 [3584000/4678924 (77%)]	lr:0.004 Loss: 0.160445	TrainAcc: 94.14
Train Epoch: 2 [3712000/4678924 (79%)]	lr:0.004 Loss: 0.148744	TrainAcc: 94.14
Train Epoch: 2 [3840000/4678924 (82%)]	lr:0.004 Loss: 0.141423	TrainAcc: 94.92
Train Epoch: 2 [3968000/4678924 (85%)]	lr:0.004 Loss: 0.113109	TrainAcc: 96.88
Train Epoch: 2 [4096000/4678924 (88%)]	lr:0.004 Loss: 0.132160	TrainAcc: 95.31
Train Epoch: 2 [4224000/4678924 (90%)]	lr:0.004 Loss: 0.139407	TrainAcc: 95.31
Train Epoch: 2 [4352000/4678924 (93%)]	lr:0.004 Loss: 0.113533	TrainAcc: 95.70
Train Epoch: 2 [4480000/4678924 (96%)]	lr:0.004 Loss: 0.111951	TrainAcc: 95.31
Train Epoch: 2 [4608000/4678924 (98%)]	lr:0.004 Loss: 0.091456	TrainAcc: 97.66
time/epoch: 326.278681s

Test set: Average loss: 0.0001, Accuracy: 451531/476257 (94.81%)

training on pkl 7
Train Epoch: 2 [0/4713240 (0%)]	lr:0.004 Loss: 0.079011	TrainAcc: 97.27
Train Epoch: 2 [128000/4713240 (3%)]	lr:0.004 Loss: 0.111199	TrainAcc: 96.48
Train Epoch: 2 [256000/4713240 (5%)]	lr:0.004 Loss: 0.120987	TrainAcc: 95.31
Train Epoch: 2 [384000/4713240 (8%)]	lr:0.004 Loss: 0.154927	TrainAcc: 94.14
Train Epoch: 2 [512000/4713240 (11%)]	lr:0.004 Loss: 0.151524	TrainAcc: 94.14
Train Epoch: 2 [640000/4713240 (14%)]	lr:0.004 Loss: 0.108024	TrainAcc: 96.09
Train Epoch: 2 [768000/4713240 (16%)]	lr:0.004 Loss: 0.204193	TrainAcc: 92.58
Train Epoch: 2 [896000/4713240 (19%)]	lr:0.004 Loss: 0.113536	TrainAcc: 95.31
Train Epoch: 2 [1024000/4713240 (22%)]	lr:0.004 Loss: 0.109469	TrainAcc: 95.31
Train Epoch: 2 [1152000/4713240 (24%)]	lr:0.004 Loss: 0.104938	TrainAcc: 96.88
Train Epoch: 2 [1280000/4713240 (27%)]	lr:0.004 Loss: 0.098124	TrainAcc: 95.70
Train Epoch: 2 [1408000/4713240 (30%)]	lr:0.004 Loss: 0.149020	TrainAcc: 93.36
Train Epoch: 2 [1536000/4713240 (33%)]	lr:0.004 Loss: 0.093152	TrainAcc: 96.48
Train Epoch: 2 [1664000/4713240 (35%)]	lr:0.004 Loss: 0.152538	TrainAcc: 94.14
Train Epoch: 2 [1792000/4713240 (38%)]	lr:0.004 Loss: 0.116623	TrainAcc: 94.92
Train Epoch: 2 [1920000/4713240 (41%)]	lr:0.004 Loss: 0.157266	TrainAcc: 94.53
Train Epoch: 2 [2048000/4713240 (43%)]	lr:0.004 Loss: 0.102666	TrainAcc: 96.88
Train Epoch: 2 [2176000/4713240 (46%)]	lr:0.004 Loss: 0.148179	TrainAcc: 94.14
Train Epoch: 2 [2304000/4713240 (49%)]	lr:0.004 Loss: 0.152960	TrainAcc: 94.92
Train Epoch: 2 [2432000/4713240 (52%)]	lr:0.004 Loss: 0.112562	TrainAcc: 95.31
Train Epoch: 2 [2560000/4713240 (54%)]	lr:0.004 Loss: 0.136647	TrainAcc: 94.53
Train Epoch: 2 [2688000/4713240 (57%)]	lr:0.004 Loss: 0.193185	TrainAcc: 91.80
Train Epoch: 2 [2816000/4713240 (60%)]	lr:0.004 Loss: 0.126015	TrainAcc: 95.31
Train Epoch: 2 [2944000/4713240 (62%)]	lr:0.004 Loss: 0.109736	TrainAcc: 94.92
Train Epoch: 2 [3072000/4713240 (65%)]	lr:0.004 Loss: 0.099896	TrainAcc: 96.48
Train Epoch: 2 [3200000/4713240 (68%)]	lr:0.004 Loss: 0.169141	TrainAcc: 94.92
Train Epoch: 2 [3328000/4713240 (71%)]	lr:0.004 Loss: 0.137402	TrainAcc: 94.92
Train Epoch: 2 [3456000/4713240 (73%)]	lr:0.004 Loss: 0.123865	TrainAcc: 95.70
Train Epoch: 2 [3584000/4713240 (76%)]	lr:0.004 Loss: 0.110811	TrainAcc: 96.09
Train Epoch: 2 [3712000/4713240 (79%)]	lr:0.004 Loss: 0.168538	TrainAcc: 93.36
Train Epoch: 2 [3840000/4713240 (81%)]	lr:0.004 Loss: 0.092517	TrainAcc: 96.48
Train Epoch: 2 [3968000/4713240 (84%)]	lr:0.004 Loss: 0.132300	TrainAcc: 94.14
Train Epoch: 2 [4096000/4713240 (87%)]	lr:0.004 Loss: 0.075770	TrainAcc: 97.66
Train Epoch: 2 [4224000/4713240 (90%)]	lr:0.004 Loss: 0.158051	TrainAcc: 94.14
Train Epoch: 2 [4352000/4713240 (92%)]	lr:0.004 Loss: 0.169117	TrainAcc: 93.36
Train Epoch: 2 [4480000/4713240 (95%)]	lr:0.004 Loss: 0.158148	TrainAcc: 93.36
Train Epoch: 2 [4608000/4713240 (98%)]	lr:0.004 Loss: 0.136986	TrainAcc: 94.53
time/epoch: 304.501420s

Test set: Average loss: 0.0001, Accuracy: 451343/476257 (94.77%)

training on pkl 8
Train Epoch: 2 [0/4583880 (0%)]	lr:0.004 Loss: 0.153259	TrainAcc: 94.53
Train Epoch: 2 [128000/4583880 (3%)]	lr:0.004 Loss: 0.095535	TrainAcc: 96.88
Train Epoch: 2 [256000/4583880 (6%)]	lr:0.004 Loss: 0.135751	TrainAcc: 94.92
Train Epoch: 2 [384000/4583880 (8%)]	lr:0.004 Loss: 0.125472	TrainAcc: 95.70
Train Epoch: 2 [512000/4583880 (11%)]	lr:0.004 Loss: 0.124705	TrainAcc: 96.88
Train Epoch: 2 [640000/4583880 (14%)]	lr:0.004 Loss: 0.199520	TrainAcc: 92.58
Train Epoch: 2 [768000/4583880 (17%)]	lr:0.004 Loss: 0.148990	TrainAcc: 94.53
Train Epoch: 2 [896000/4583880 (20%)]	lr:0.004 Loss: 0.178695	TrainAcc: 93.75
Train Epoch: 2 [1024000/4583880 (22%)]	lr:0.004 Loss: 0.179625	TrainAcc: 94.14
Train Epoch: 2 [1152000/4583880 (25%)]	lr:0.004 Loss: 0.097721	TrainAcc: 96.09
Train Epoch: 2 [1280000/4583880 (28%)]	lr:0.004 Loss: 0.090862	TrainAcc: 96.48
Train Epoch: 2 [1408000/4583880 (31%)]	lr:0.004 Loss: 0.146189	TrainAcc: 96.09
Train Epoch: 2 [1536000/4583880 (34%)]	lr:0.004 Loss: 0.143117	TrainAcc: 94.14
Train Epoch: 2 [1664000/4583880 (36%)]	lr:0.004 Loss: 0.179002	TrainAcc: 92.19
Train Epoch: 2 [1792000/4583880 (39%)]	lr:0.004 Loss: 0.156440	TrainAcc: 92.58
Train Epoch: 2 [1920000/4583880 (42%)]	lr:0.004 Loss: 0.120522	TrainAcc: 95.70
Train Epoch: 2 [2048000/4583880 (45%)]	lr:0.004 Loss: 0.157022	TrainAcc: 93.75
Train Epoch: 2 [2176000/4583880 (47%)]	lr:0.004 Loss: 0.148490	TrainAcc: 94.53
Train Epoch: 2 [2304000/4583880 (50%)]	lr:0.004 Loss: 0.139073	TrainAcc: 96.09
Train Epoch: 2 [2432000/4583880 (53%)]	lr:0.004 Loss: 0.109078	TrainAcc: 95.70
Train Epoch: 2 [2560000/4583880 (56%)]	lr:0.004 Loss: 0.107144	TrainAcc: 96.09
Train Epoch: 2 [2688000/4583880 (59%)]	lr:0.004 Loss: 0.136422	TrainAcc: 94.92
Train Epoch: 2 [2816000/4583880 (61%)]	lr:0.004 Loss: 0.094238	TrainAcc: 95.70
Train Epoch: 2 [2944000/4583880 (64%)]	lr:0.004 Loss: 0.108637	TrainAcc: 96.09
Train Epoch: 2 [3072000/4583880 (67%)]	lr:0.004 Loss: 0.148886	TrainAcc: 96.88
Train Epoch: 2 [3200000/4583880 (70%)]	lr:0.004 Loss: 0.132130	TrainAcc: 94.92
Train Epoch: 2 [3328000/4583880 (73%)]	lr:0.004 Loss: 0.119475	TrainAcc: 95.70
Train Epoch: 2 [3456000/4583880 (75%)]	lr:0.004 Loss: 0.131943	TrainAcc: 94.53
Train Epoch: 2 [3584000/4583880 (78%)]	lr:0.004 Loss: 0.106799	TrainAcc: 96.09
Train Epoch: 2 [3712000/4583880 (81%)]	lr:0.004 Loss: 0.151535	TrainAcc: 93.36
Train Epoch: 2 [3840000/4583880 (84%)]	lr:0.004 Loss: 0.179449	TrainAcc: 92.97
Train Epoch: 2 [3968000/4583880 (87%)]	lr:0.004 Loss: 0.102772	TrainAcc: 96.09
Train Epoch: 2 [4096000/4583880 (89%)]	lr:0.004 Loss: 0.115157	TrainAcc: 94.92
Train Epoch: 2 [4224000/4583880 (92%)]	lr:0.004 Loss: 0.130704	TrainAcc: 95.31
Train Epoch: 2 [4352000/4583880 (95%)]	lr:0.004 Loss: 0.147041	TrainAcc: 95.70
Train Epoch: 2 [4480000/4583880 (98%)]	lr:0.004 Loss: 0.166450	TrainAcc: 93.36
time/epoch: 311.375926s

Test set: Average loss: 0.0001, Accuracy: 451531/476257 (94.81%)

training on pkl 9
Train Epoch: 2 [0/4656709 (0%)]	lr:0.004 Loss: 0.144401	TrainAcc: 93.75
Train Epoch: 2 [128000/4656709 (3%)]	lr:0.004 Loss: 0.068231	TrainAcc: 98.05
Train Epoch: 2 [256000/4656709 (5%)]	lr:0.004 Loss: 0.084960	TrainAcc: 96.48
Train Epoch: 2 [384000/4656709 (8%)]	lr:0.004 Loss: 0.205318	TrainAcc: 92.58
Train Epoch: 2 [512000/4656709 (11%)]	lr:0.004 Loss: 0.112480	TrainAcc: 95.70
Train Epoch: 2 [640000/4656709 (14%)]	lr:0.004 Loss: 0.159725	TrainAcc: 94.53
Train Epoch: 2 [768000/4656709 (16%)]	lr:0.004 Loss: 0.104516	TrainAcc: 95.70
Train Epoch: 2 [896000/4656709 (19%)]	lr:0.004 Loss: 0.082499	TrainAcc: 96.48
Train Epoch: 2 [1024000/4656709 (22%)]	lr:0.004 Loss: 0.104970	TrainAcc: 96.09
Train Epoch: 2 [1152000/4656709 (25%)]	lr:0.004 Loss: 0.119880	TrainAcc: 94.92
Train Epoch: 2 [1280000/4656709 (27%)]	lr:0.004 Loss: 0.128217	TrainAcc: 95.31
Train Epoch: 2 [1408000/4656709 (30%)]	lr:0.004 Loss: 0.116299	TrainAcc: 95.31
Train Epoch: 2 [1536000/4656709 (33%)]	lr:0.004 Loss: 0.160998	TrainAcc: 94.53
Train Epoch: 2 [1664000/4656709 (36%)]	lr:0.004 Loss: 0.113557	TrainAcc: 96.09
Train Epoch: 2 [1792000/4656709 (38%)]	lr:0.004 Loss: 0.152090	TrainAcc: 92.58
Train Epoch: 2 [1920000/4656709 (41%)]	lr:0.004 Loss: 0.109067	TrainAcc: 95.31
Train Epoch: 2 [2048000/4656709 (44%)]	lr:0.004 Loss: 0.113402	TrainAcc: 95.70
Train Epoch: 2 [2176000/4656709 (47%)]	lr:0.004 Loss: 0.113979	TrainAcc: 94.53
Train Epoch: 2 [2304000/4656709 (49%)]	lr:0.004 Loss: 0.148179	TrainAcc: 96.09
Train Epoch: 2 [2432000/4656709 (52%)]	lr:0.004 Loss: 0.113775	TrainAcc: 95.70
Train Epoch: 2 [2560000/4656709 (55%)]	lr:0.004 Loss: 0.142437	TrainAcc: 96.09
Train Epoch: 2 [2688000/4656709 (58%)]	lr:0.004 Loss: 0.131518	TrainAcc: 95.70
Train Epoch: 2 [2816000/4656709 (60%)]	lr:0.004 Loss: 0.092207	TrainAcc: 95.70
Train Epoch: 2 [2944000/4656709 (63%)]	lr:0.004 Loss: 0.117919	TrainAcc: 94.92
Train Epoch: 2 [3072000/4656709 (66%)]	lr:0.004 Loss: 0.122804	TrainAcc: 95.31
Train Epoch: 2 [3200000/4656709 (69%)]	lr:0.004 Loss: 0.129389	TrainAcc: 94.53
Train Epoch: 2 [3328000/4656709 (71%)]	lr:0.004 Loss: 0.102596	TrainAcc: 97.66
Train Epoch: 2 [3456000/4656709 (74%)]	lr:0.004 Loss: 0.120050	TrainAcc: 95.70
Train Epoch: 2 [3584000/4656709 (77%)]	lr:0.004 Loss: 0.123064	TrainAcc: 94.92
Train Epoch: 2 [3712000/4656709 (80%)]	lr:0.004 Loss: 0.159928	TrainAcc: 95.70
Train Epoch: 2 [3840000/4656709 (82%)]	lr:0.004 Loss: 0.186162	TrainAcc: 92.58
Train Epoch: 2 [3968000/4656709 (85%)]	lr:0.004 Loss: 0.088429	TrainAcc: 95.70
Train Epoch: 2 [4096000/4656709 (88%)]	lr:0.004 Loss: 0.121695	TrainAcc: 95.31
Train Epoch: 2 [4224000/4656709 (91%)]	lr:0.004 Loss: 0.138466	TrainAcc: 95.31
Train Epoch: 2 [4352000/4656709 (93%)]	lr:0.004 Loss: 0.106588	TrainAcc: 96.88
Train Epoch: 2 [4480000/4656709 (96%)]	lr:0.004 Loss: 0.114456	TrainAcc: 95.70
Train Epoch: 2 [4608000/4656709 (99%)]	lr:0.004 Loss: 0.127399	TrainAcc: 94.92
time/epoch: 300.579670s

Test set: Average loss: 0.0001, Accuracy: 451398/476257 (94.78%)

model has been saved as: ../model/dnn_MixNoise.pkl
training on pkl 1
Train Epoch: 3 [0/4654349 (0%)]	lr:0.002 Loss: 0.128436	TrainAcc: 95.70
Train Epoch: 3 [128000/4654349 (3%)]	lr:0.002 Loss: 0.127490	TrainAcc: 94.53
Train Epoch: 3 [256000/4654349 (5%)]	lr:0.002 Loss: 0.088384	TrainAcc: 97.66
Train Epoch: 3 [384000/4654349 (8%)]	lr:0.002 Loss: 0.068170	TrainAcc: 97.66
Train Epoch: 3 [512000/4654349 (11%)]	lr:0.002 Loss: 0.101897	TrainAcc: 95.70
Train Epoch: 3 [640000/4654349 (14%)]	lr:0.002 Loss: 0.138596	TrainAcc: 94.53
Train Epoch: 3 [768000/4654349 (16%)]	lr:0.002 Loss: 0.076290	TrainAcc: 98.44
Train Epoch: 3 [896000/4654349 (19%)]	lr:0.002 Loss: 0.099331	TrainAcc: 96.48
Train Epoch: 3 [1024000/4654349 (22%)]	lr:0.002 Loss: 0.150931	TrainAcc: 95.31
Train Epoch: 3 [1152000/4654349 (25%)]	lr:0.002 Loss: 0.100189	TrainAcc: 96.88
Train Epoch: 3 [1280000/4654349 (27%)]	lr:0.002 Loss: 0.140249	TrainAcc: 94.92
Train Epoch: 3 [1408000/4654349 (30%)]	lr:0.002 Loss: 0.132065	TrainAcc: 94.92
Train Epoch: 3 [1536000/4654349 (33%)]	lr:0.002 Loss: 0.133657	TrainAcc: 95.70
Train Epoch: 3 [1664000/4654349 (36%)]	lr:0.002 Loss: 0.132996	TrainAcc: 95.31
Train Epoch: 3 [1792000/4654349 (38%)]	lr:0.002 Loss: 0.086409	TrainAcc: 96.48
Train Epoch: 3 [1920000/4654349 (41%)]	lr:0.002 Loss: 0.113708	TrainAcc: 96.09
Train Epoch: 3 [2048000/4654349 (44%)]	lr:0.002 Loss: 0.153752	TrainAcc: 94.92
Train Epoch: 3 [2176000/4654349 (47%)]	lr:0.002 Loss: 0.139093	TrainAcc: 94.53
Train Epoch: 3 [2304000/4654349 (49%)]	lr:0.002 Loss: 0.088744	TrainAcc: 96.48
Train Epoch: 3 [2432000/4654349 (52%)]	lr:0.002 Loss: 0.077955	TrainAcc: 97.66
Train Epoch: 3 [2560000/4654349 (55%)]	lr:0.002 Loss: 0.142507	TrainAcc: 94.53
Train Epoch: 3 [2688000/4654349 (58%)]	lr:0.002 Loss: 0.113535	TrainAcc: 96.48
Train Epoch: 3 [2816000/4654349 (60%)]	lr:0.002 Loss: 0.128937	TrainAcc: 96.09
Train Epoch: 3 [2944000/4654349 (63%)]	lr:0.002 Loss: 0.163541	TrainAcc: 93.75
Train Epoch: 3 [3072000/4654349 (66%)]	lr:0.002 Loss: 0.152480	TrainAcc: 93.36
Train Epoch: 3 [3200000/4654349 (69%)]	lr:0.002 Loss: 0.085519	TrainAcc: 97.66
Train Epoch: 3 [3328000/4654349 (71%)]	lr:0.002 Loss: 0.165370	TrainAcc: 94.53
Train Epoch: 3 [3456000/4654349 (74%)]	lr:0.002 Loss: 0.120908	TrainAcc: 95.31
Train Epoch: 3 [3584000/4654349 (77%)]	lr:0.002 Loss: 0.181139	TrainAcc: 93.36
Train Epoch: 3 [3712000/4654349 (80%)]	lr:0.002 Loss: 0.155530	TrainAcc: 91.80
Train Epoch: 3 [3840000/4654349 (82%)]	lr:0.002 Loss: 0.171682	TrainAcc: 92.19
Train Epoch: 3 [3968000/4654349 (85%)]	lr:0.002 Loss: 0.125339	TrainAcc: 93.75
Train Epoch: 3 [4096000/4654349 (88%)]	lr:0.002 Loss: 0.168295	TrainAcc: 93.36
Train Epoch: 3 [4224000/4654349 (91%)]	lr:0.002 Loss: 0.114221	TrainAcc: 96.09
Train Epoch: 3 [4352000/4654349 (93%)]	lr:0.002 Loss: 0.141858	TrainAcc: 94.53
Train Epoch: 3 [4480000/4654349 (96%)]	lr:0.002 Loss: 0.140150	TrainAcc: 94.53
Train Epoch: 3 [4608000/4654349 (99%)]	lr:0.002 Loss: 0.154220	TrainAcc: 93.36
time/epoch: 302.990577s

Test set: Average loss: 0.0001, Accuracy: 451972/476257 (94.90%)

training on pkl 2
Train Epoch: 3 [0/4568911 (0%)]	lr:0.002 Loss: 0.127478	TrainAcc: 95.31
Train Epoch: 3 [128000/4568911 (3%)]	lr:0.002 Loss: 0.132901	TrainAcc: 94.53
Train Epoch: 3 [256000/4568911 (6%)]	lr:0.002 Loss: 0.134974	TrainAcc: 94.92
Train Epoch: 3 [384000/4568911 (8%)]	lr:0.002 Loss: 0.129510	TrainAcc: 95.31
Train Epoch: 3 [512000/4568911 (11%)]	lr:0.002 Loss: 0.130127	TrainAcc: 95.70
Train Epoch: 3 [640000/4568911 (14%)]	lr:0.002 Loss: 0.117458	TrainAcc: 95.31
Train Epoch: 3 [768000/4568911 (17%)]	lr:0.002 Loss: 0.122506	TrainAcc: 95.31
Train Epoch: 3 [896000/4568911 (20%)]	lr:0.002 Loss: 0.082294	TrainAcc: 96.88
Train Epoch: 3 [1024000/4568911 (22%)]	lr:0.002 Loss: 0.152325	TrainAcc: 92.19
Train Epoch: 3 [1152000/4568911 (25%)]	lr:0.002 Loss: 0.098878	TrainAcc: 97.27
Train Epoch: 3 [1280000/4568911 (28%)]	lr:0.002 Loss: 0.164442	TrainAcc: 93.75
Train Epoch: 3 [1408000/4568911 (31%)]	lr:0.002 Loss: 0.179644	TrainAcc: 93.75
Train Epoch: 3 [1536000/4568911 (34%)]	lr:0.002 Loss: 0.134976	TrainAcc: 94.14
Train Epoch: 3 [1664000/4568911 (36%)]	lr:0.002 Loss: 0.081771	TrainAcc: 96.09
Train Epoch: 3 [1792000/4568911 (39%)]	lr:0.002 Loss: 0.128208	TrainAcc: 97.66
Train Epoch: 3 [1920000/4568911 (42%)]	lr:0.002 Loss: 0.124855	TrainAcc: 96.88
Train Epoch: 3 [2048000/4568911 (45%)]	lr:0.002 Loss: 0.165282	TrainAcc: 96.48
Train Epoch: 3 [2176000/4568911 (48%)]	lr:0.002 Loss: 0.135027	TrainAcc: 93.36
Train Epoch: 3 [2304000/4568911 (50%)]	lr:0.002 Loss: 0.103674	TrainAcc: 95.70
Train Epoch: 3 [2432000/4568911 (53%)]	lr:0.002 Loss: 0.117208	TrainAcc: 96.88
Train Epoch: 3 [2560000/4568911 (56%)]	lr:0.002 Loss: 0.124256	TrainAcc: 96.09
Train Epoch: 3 [2688000/4568911 (59%)]	lr:0.002 Loss: 0.225953	TrainAcc: 92.58
Train Epoch: 3 [2816000/4568911 (62%)]	lr:0.002 Loss: 0.118072	TrainAcc: 95.70
Train Epoch: 3 [2944000/4568911 (64%)]	lr:0.002 Loss: 0.128979	TrainAcc: 96.48
Train Epoch: 3 [3072000/4568911 (67%)]	lr:0.002 Loss: 0.128597	TrainAcc: 96.48
Train Epoch: 3 [3200000/4568911 (70%)]	lr:0.002 Loss: 0.135994	TrainAcc: 95.70
Train Epoch: 3 [3328000/4568911 (73%)]	lr:0.002 Loss: 0.104657	TrainAcc: 96.88
Train Epoch: 3 [3456000/4568911 (76%)]	lr:0.002 Loss: 0.118608	TrainAcc: 94.14
Train Epoch: 3 [3584000/4568911 (78%)]	lr:0.002 Loss: 0.141636	TrainAcc: 95.70
Train Epoch: 3 [3712000/4568911 (81%)]	lr:0.002 Loss: 0.175389	TrainAcc: 91.80
Train Epoch: 3 [3840000/4568911 (84%)]	lr:0.002 Loss: 0.134928	TrainAcc: 95.31
Train Epoch: 3 [3968000/4568911 (87%)]	lr:0.002 Loss: 0.111145	TrainAcc: 96.88
Train Epoch: 3 [4096000/4568911 (90%)]	lr:0.002 Loss: 0.129041	TrainAcc: 96.09
Train Epoch: 3 [4224000/4568911 (92%)]	lr:0.002 Loss: 0.177234	TrainAcc: 94.92
Train Epoch: 3 [4352000/4568911 (95%)]	lr:0.002 Loss: 0.124454	TrainAcc: 95.31
Train Epoch: 3 [4480000/4568911 (98%)]	lr:0.002 Loss: 0.095391	TrainAcc: 96.88
time/epoch: 269.537970s

Test set: Average loss: 0.0001, Accuracy: 452067/476257 (94.92%)

training on pkl 3
Train Epoch: 3 [0/4623352 (0%)]	lr:0.002 Loss: 0.131194	TrainAcc: 94.53
Train Epoch: 3 [128000/4623352 (3%)]	lr:0.002 Loss: 0.153424	TrainAcc: 93.75
Train Epoch: 3 [256000/4623352 (6%)]	lr:0.002 Loss: 0.102240	TrainAcc: 96.48
Train Epoch: 3 [384000/4623352 (8%)]	lr:0.002 Loss: 0.113906	TrainAcc: 94.14
Train Epoch: 3 [512000/4623352 (11%)]	lr:0.002 Loss: 0.114159	TrainAcc: 95.70
Train Epoch: 3 [640000/4623352 (14%)]	lr:0.002 Loss: 0.124831	TrainAcc: 95.31
Train Epoch: 3 [768000/4623352 (17%)]	lr:0.002 Loss: 0.119564	TrainAcc: 94.14
Train Epoch: 3 [896000/4623352 (19%)]	lr:0.002 Loss: 0.159619	TrainAcc: 93.75
Train Epoch: 3 [1024000/4623352 (22%)]	lr:0.002 Loss: 0.126444	TrainAcc: 97.27
Train Epoch: 3 [1152000/4623352 (25%)]	lr:0.002 Loss: 0.141842	TrainAcc: 93.36
Train Epoch: 3 [1280000/4623352 (28%)]	lr:0.002 Loss: 0.125540	TrainAcc: 94.53
Train Epoch: 3 [1408000/4623352 (30%)]	lr:0.002 Loss: 0.115618	TrainAcc: 94.14
Train Epoch: 3 [1536000/4623352 (33%)]	lr:0.002 Loss: 0.092233	TrainAcc: 96.88
Train Epoch: 3 [1664000/4623352 (36%)]	lr:0.002 Loss: 0.150958	TrainAcc: 93.75
Train Epoch: 3 [1792000/4623352 (39%)]	lr:0.002 Loss: 0.107320	TrainAcc: 94.92
Train Epoch: 3 [1920000/4623352 (42%)]	lr:0.002 Loss: 0.110957	TrainAcc: 96.09
Train Epoch: 3 [2048000/4623352 (44%)]	lr:0.002 Loss: 0.099018	TrainAcc: 95.70
Train Epoch: 3 [2176000/4623352 (47%)]	lr:0.002 Loss: 0.089979	TrainAcc: 96.48
Train Epoch: 3 [2304000/4623352 (50%)]	lr:0.002 Loss: 0.150948	TrainAcc: 92.19
